,text,sentiment
22815,trying my best to figure out why the hell i have bruises all over my legs from  USERID bat ang brutal  USERID ,1
22816,trying to fall asleep with a sunburn is hell  USERID ,2
22817,trying to figure out if this puff amp snoop shit live or not either way that fool got stupid bread  USERID ,2
22818,trying to live a positive no negative shit in my space  USERID  USERID ,0
22819,tryna fuck something till it cant see when im done with that shit you gone thank me  USERID  USERID  USERID ,0
22820,tu up on them bitches im on that road to riches  USERID ,2
22821,turn up to rihanna while the whole club fuckin wasted  USERID ,2
22822,turn up to rihanna while the whole club fucking wasted URL  USERID ,2
22823,turning this shit off theyre all just rolling around  USERID  USERID ,1
22824,turns laptop off bc of shitty wifi and awful ustream  USERID ,2
22825,tv is depressing  USERID aint shit good ever on  USERID ,1
22826,tv is so shit just whyso ive gone to bed bt can hear next door tv n i friggin hate the news the worst  USERID  USERID ,1
22827,"tw suicide mention

i literally make people want to kill themselves go me proud of myself and the fact that i make ppl feel like shit  USERID ",1
22828,tweeps are out here waiting for someone to fuck up all that frustration from the proteas loss is building up ready to implode  USERID ,2
22829,tweeps be bitching how they lost a cool 8k until you tell them to twitpic the ticket  USERID ,2
22830,tweet some dumb shit if you wanna  USERID  USERID ,1
22831,tweeting from the wrong twitter n shit  USERID  USERID ,1
22832,twerk one cheek at a time make you forget your own damn name  USERID ,2
22833,twitter bitches be thirsty is shit da hell eat da nigga already  USERID sheesh  USERID ,1
22834,twitter i dont give a flying fuck about the cricket  USERID ,2
22835,twitter is jus were everyone complain bout niggas and bitches  USERID ,2
22836,twitter really care about us  USERID saved us from the bitches that stay tryna right paragraphs  USERID  USERID ,0
22837,two bitches and they get along like im lou  USERID ,2
22838,two blunts of them  USERID  USERID that still aint shit finna roll up another one n  USERID  USERID ,0
22839,two fuckin digits off two dude lol my subconscious speaking up  USERID ,2
22840,"two people with glasses on started to kiss
but their frames kept colliding  USERID twas hell out of bliss
12  USERID ",1
22841,"two things ive realized in the past hour or so
1 i am filthy liar
2 im such a fucking jealous shit  USERID ",1
22842,two weeks of holiday and i aint gonna study any shit  USERID ,2
22843,tylenol pm aint nothin to fuck with  USERID ,2
22844,tyler posey is hot fuck and  USERID ,2
22845,u claim u a boss but aint do shit dat i do  USERID ,2
22846,u cute be on yo shit  USERID  USERID ,0
22847,u cute but u a fuckboy  USERID ,2
22848,u fucking with the wrong peeps“anniewithu its fine if i get my goodmorning text at 1245 same nyash same weapon”  USERID ,1
22849,u got me saying damnn what a difference between a boy amp a mann  USERID ,2
22850,u have an aesthetically pleasing body but your personality is shit  USERID ,2
22851,u just love making me feel like shit  USERID ,2
22852,u kno ur pussy good when ur ex come back as a side nigga  USERID ,2
22853,u know how that shit go  USERID ,2
22854,u lil stupid ass bitch i aint fucking w you  USERID ,2
22855,u made me a killeremancipation of a real nigger  USERID ,2
22856,u on some fake shit not me ‼  USERID ,2
22857,u see her upload they pics together and shit he still lieing to u believe him but u see proof  USERID USERID for his bitch who warned you  USERID ,1
22858,u stupid bitch accusing us of shit we havent done  USERID ,2
22859,u suk kevin nash ryback is your master fuck u URL  USERID ,2
22860,"u wish my life had background music so i could understand what the hell is going on

spirit  USERID ",1
22861,u wont see me w nobody because i fuck w myaelf  USERID ,2
22862,ugh  USERID mfs so quick to lie about some dumb shit  USERID ,1
22863,ugh i cant stop loving dis dick bs  USERID ,2
22864,ugh i feel like im gonna shit out the sun  USERID ,2
22865,ugh i was reading really old messages from oomf and i started crying he was so damn special  USERID ,2
22866,ugh i wish i was michelle pfeiffer  USERID ,2
22867,ugh my damn stomach is killing me  USERID  USERID ,1
22868,ugh my philosophical brand of general anxiety is fucking brutal when im not stoned and esp when im trying to study  USERID ,2
22869,ugh new day same old shit  USERID  USERID ,1
22870,ugh overboard is my damn song  USERID ,2
22871,ugh pandora dont be a bitch rn  USERID ,2
22872,ugh rt  USERID USERID when your mac decides its time to restart and install updates while youre working on shit  USERID  USERID ,1
22873,ugh snap chat be fucking my story up  USERID ,2
22874,ugh stupid fucking musical ruining my life as always  USERID ,1
22875,ugh supervisor is aggravating as hell  USERID ,2
22876,ugh the one year i decide to care about basketball i get screwed  USERID ,2
22877,ugh this fucken cut on my finger still hurts man  USERID  USERID ,1
22878,ugk i know these poundland mechanical pencils are supposed to be shit but seriously ive only owned them 15 mins and i have 510 left  USERID ,2
22879,ugly as hell with your crooked ass eyebrows girl please  USERID ,2
22880,ukraine 30 interest rates thats what life under the cocktail of  USERID USERID ed miliband uncle len and alex salmond will look like  USERID  USERID ,0
22881,ultimate christmas by jane newdick 1996 hardcover URL URL  USERID ,2
22882,umis all i can say to avoid tripping about shit unknown to me cmon i cant fucking read minds i aint super human  USERID ,2
22883,un fucking believable win holy fuck deadly players deadly crowd  USERID ,2
22884,unbelievable how shit little things can make you feel  USERID ,2
22885,unbreakable they alive dammit but females are strong as hell” URL via  USERID USERID  USERID ,0
22886,underage kids allowed this place is absolute shit  USERID ,2
22887,unfinished ideation 1 amp 2 and an unstarted ideation 3 lmao fuck my life  USERID ,2
22888,unfollowing all childish asses doing that emoji shit  USERID ,2
22889,uni seems like hell in msia meanwhule bruneian students all agree that uni is the easiest level in the academy chart  USERID  USERID ,0
22890,unintelligible on thegod damn staff  USERID USERID o k  USERID USERID i uh i uh ihes pushing  USERID USERID yeah but i want to be sure i dontdont dont cross the  USERID ,1
22891,"united humanity
scandinavia  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID hello URL  USERID ",0
22892,unless you are a queer kid you cannot define the fear of coming out do not try  USERID ,2
22893,up for no damn reason as usual smh  USERID ,2
22894,up once again doing fucking homework glad i get to spend it on facetime w  USERID USERID  USERID  USERID ,0
22895,update taking these drunk fucks home URL  USERID ,2
22896,ur a brave ass motherfucker im proud of u son  USERID USERID  USERID ,0
22897,ur linger is sad as hell  USERID ,2
22898,ur literally making fun of people too you irrelevant shit  USERID ,2
22899,ur nothing but a used whore foh  USERID ,2
22900,urgh as much as he sucks that last rko was fucking awesome  USERID  USERID ,1
22901,us north niggas dont play that shit man fuck these bitches  USERID  USERID ,0
22902,us workers set to return next week to shell deer park refinery URL  USERID ,2
22903,usa deals gt URL  USERID mens  USERID USERID under armour storm coldgear infrared hooded softershell jacket URL  USERID ,0
22904,use cow urine to clean offices maneka gandhi move over phenyl gaunyle is here union mini URL via  USERID USERID  USERID ,0
22905,use cow urine to clean offices maneka gandhi move over phenyl gaunyle is here union minister maneka gandhi URL  USERID ,2
22906,used to do shit for free now the fees different cause i done came up now and i need interest  USERID ,2
22907,"used to pay the piper till peter picked it better
now the first thing you should tell is where the hell is all the paper  USERID ",2
22908,usually that would have pissed me the fuck off but you dont have that affect on me anymore  USERID URL  USERID ,0
22909,uuhhgg can we just get to the match can we skip this country vs country bullshit  USERID  USERID  USERID  USERID  USERID ,1
22910,uva fucked up my final 4 URL  USERID ,2
22911,vana was a witch yeah a sneaky little bitch URL  USERID ,2
22912,vanessaveracruz and abigailmac get naked and lick each others delicious pussy URL  USERID URL  USERID ,0
22913,vans been broken into overnight please rt if in  USERID area lets find these cunts  USERID ,1
22914,vanvleet  USERID USERID and baker on wichita st are the new drew neitzel jj redick and tim rigginsbeen playing college bball  USERID USERID for 12 years  USERID ,0
22915,vegan food before seeing a hitchcock film at dole theatre  USERID downbeat diner amp lounge URL URL  USERID ,0
22916,vegans are stupid why make meat inspired foods if you dont wanna eat meat eat a fuckin salad  USERID ,2
22917,vegetarian vegetable soup no fucking way  USERID ,2
22918,vera bradley small duffle  USERID retired peacock pattern  USERID full read by ebay URL URL  USERID ,0
22919,"very funny run 
sayangdingdongdantesdikanakapagpapicturesakin
updashrotc  USERID  USERID URL  USERID ",0
22920,very stupid wallahi  USERID USERID very useless bank“muhsinbashir gtb will forever be a shitty bank smh””  USERID ,1
22921,victoria sinn sucks cock and is anally fucked  USERID free xnxx  USERID USERID  USERID  USERID  USERID  USERID URL  USERID ,0
22922,video alps crash cockpit recording leaked URL  USERID ,2
22923,video juseatthedamncake chronox99 drestealz preventprecum couldn’t wait no longer thinking bout URL  USERID ,2
22924,video kingjammyjam bishopmyles nope i would’ve been on the ceiling don’t play on the fuckin ceiling lml URL  USERID ,2
22925,video pervdom6 sloppy cumdump cunt works for — and gets — another load  find pervdom6 on recon URL  USERID ,2
22926,video poppicorn cruelkun aphroditehell unmute this URL  USERID ,2
22927,video undercoverjosephinabiden drkarayua mastergir the fucking slapping noise is incredible this is URL  USERID ,2
22928,video vinegod friend that has to sing absolutely everything all the damn time by dustin hatzenbuhler URL  USERID ,2
22929,video zachphilipshungbikerscally fuck him like the little whore he is URL  USERID ,2
22930,visual artist james gulliver hancock creates a  USERID video of himself having a bad hair day URL  USERID ,0
22931,w all the shit thats been going on im afraid i may snap  USERID ,2
22932,"w ashleigh jammin the wealthy life ep from 2012 aint shit changed  USERID USERID 

URL  USERID ",0
22933,waab  USERID minah and chalita scary asab after i said the nigga had got shot  USERID they was like oh hell nah we gotta leave  USERID  USERID ,1
22934,wackassbitchoftheday goes out to whoever is going be revealed as a tonight on  USERID  USERID ,1
22935,wah shit cant sell those ifs though  USERID  USERID ,2
22936,wait  USERID but whose really trying to get into my insta  USERID that is actually some hardcore stalker shit  USERID fckn weirdos URL  USERID ,1
22937,wait  USERID yall i got 3 bitches from 2 different cities subtweeting me  USERID oh lawd and 1 of the 3 stalking my page heavy  USERID  USERID ,1
22938,wait a second zayn was barely in four shit just got real in my head  USERID ,1
22939,wait arent goldfish freshwater she comes from the freaking oceanthis movie was like nah fuck logic she is magical  USERID ,2
22940,wait bitch are you trying to be cute whats cute is that your boyfriend wants me so id cool it baby  USERID  USERID ,1
22941,wait she reminds me of mishchelle  USERID  USERID ,1
22942,wait ukip are still using that dover photo despite it looking like a massive cock and balls penetrating the white cliffs  USERID ,2
22943,wait until i get my whip and im moving hella weight  USERID lol even better  USERID ,0
22944,wake up i gave my blunt a kiss neva got off dat get money shit‼  USERID ,0
22945,wake up in the morning like fuck it spent the night with ya  USERID ,2
22946,wake up to some new bullshit every morning man  USERID  USERID ,0
22947,waking up and immediately breaking a nail is the sign to just screw it and stay in bed because theres a 99 chance this day is going to suck  USERID ,2
22948,waking up in a bitchy mood yet again hahahaha  USERID ,1
22949,waking up on the verge of a panic attack every morning for no fucking reason isnt helping fucking brain  USERID ,2
22950,waking up to the same shit different day  USERID ,2
22951,waking up too some pretty stupid shit  USERID  USERID ,1
22952,waking up with a hella sore body ltltltgtltgtltltgtgtgt  USERID ,1
22953,walked into applebees speaking spanish to the waiters just to throw them off because im hella white  USERID  USERID ,1
22954,walker trailers holy fuck too intense  USERID  USERID ,1
22955,walkers everywhere and what the hell is up with the w  USERID USERID  USERID ,1
22956,walking dead just pissed me off  USERID  USERID ,1
22957,walking from hang tuah to raja chulan alone and now its just the startinf fuck  USERID ,2
22958,walking home after watching a fucked up movie should be interesting  USERID ,2
22959,walks up to new born baby haha fucking virgin  USERID ,2
22960,want me to give you a straw so you can suck up her arse more  USERID lol  USERID ,1
22961,"wanting to do human sacrifice 
looks for the bitch i hate
slits her throat
offers her to satan
pls take away my pcd  USERID ",2
22962,warrant  USERID USERID  USERID uncle toms cabin URL never knew much about warrant but hell i  USERID them i know a secret i just cant tell  USERID ,0
22963,was an inch from  USERID USERID and got champagne sprayed on us by  USERID USERID one hell of a night URL  USERID ,0
22964,was gonna post a cockpic for  USERID but a certain blueberry wuff told me not to says i need an ad account or something  USERID ,1
22965,was rooting for chris algieri but damnpacquiaoalgieri URL  USERID ,2
22966,was that a fucking stone cold stunner  USERID ,2
22967,washing my hands with the weird shit  USERID  USERID ,1
22968,wasnt chloe sevigny bitching about how disrespected she felt in asylum two years ago hmm suspicious  USERID ,2
22969,wasnt tagged but it soundz cool i tag my squad the caminators amp michelle URL  USERID ,2
22970,waste of my damn money if anything  USERID  USERID ,1
22971,wat can get worst man damn mom and daddy gotta have surgery  USERID  USERID ,1
22972,watch brianna love fucked deep in her hot ass  USERID hot x  USERID  USERID  USERID  USERID  USERID URL  USERID ,0
22973,watch helloryanholmes with me on twitch URL  USERID ,2
22974,watch him fuck around and lose the league to this enrique nigga smh  USERID ,2
22975,watch him fuck up another unanimous vote  USERID ,2
22976,watch its gone be fuck yall when i make it big  USERID  USERID ,0
22977,"watch jenna haze videos URL
jenna haze seducing in lusty lingerie
fuckineh  USERID URL  USERID ",0
22978,"watch latin brunette tranny with a big dick gets fucked by a muscular stud x URL

embed
d… URL  USERID ",2
22979,watch me by silento is my shit  USERID ,2
22980,watch michelle rodriguez fight ronda rousey in fast furious …  USERID URL  USERID  USERID ,0
22981,watch out for the fuckboys in a gentlemans clothing they are sick  USERID ,2
22982,watch rolling stone writer  USERID USERID aka jen lonb destroyed in streetfight xpost justiceporn mensrights libertarian mlp damnthatstane  USERID ,0
22983,watch sarah michelle gellar raps in a cinderella costume URL  USERID ,2
22984,"watch the full video URL
horny nasty sluts anal sex and ass licking
pornokarre  USERID URL  USERID ",0
22985,"watch the movie free URL
amateur couple calls sex pro nikki benz for fuckin
barebabybutt … URL  USERID ",2
22986,watch them go fuck a girl and get bun because she fucking niggas who a fuck batty  USERID ,2
22987,watch these bitches pick nathalia again  USERID  USERID  USERID ,1
22988,watch this shit when your high “throwbackcn this shit scared the fuck outta me as a kid URL  USERID ,1
22989,"watch tori black videos URL
tori black in a stunning gold dress opens it up to
fuckgoogle… URL  USERID ",0
22990,watch ya muthafuckin tone boy get hurt boy  USERID ,2
22991,"watch your motherfuckin tone boy
might get hurt boy  USERID ",2
22992,watched one piece movie 6holy shit was that a different movie  USERID ,2
22993,watched the  USERID USERID interview  USERID is a fucking joke a joke thats going to keep his state in the dark ages of modern times  USERID ,1
22994,"watches coach k jump up and down in celebration 

thanks a fucking bunch  USERID USERID  USERID ",0
22995,watching cameron with those oaps remember the shropshire floods he has a real knack for looking like a cunt even to his core votebbcnews  USERID ,2
22996,watching cheaters n the dude jus call his girl a cum guzzlin demon slut lmao  USERID ,2
22997,watching henessy eat pussy watch porn URL  USERID ,2
22998,watching i didnt know i was pregnant and its freaking me the fuck out  USERID ,1
22999,watching last weeks walking dead holy shit does it have two brutal kills on two shitty characters just great  USERID ,2
23000,"watching misa2015  USERID USERID and damn these girls are gorgeous
southafrican  USERID  USERID ",0
23001,watching mva classes with  USERID USERID and  USERID USERID about powershell and  USERID these guys are hilariously good and fun to watch  USERID  USERID ,0
23002,watching weekly idol at this time reminds me of december 31 last last year hahahaha fuck i want to cry  USERID ,1
23003,waterbeds are fun af at first to sleep on but they fuck up your back  USERID cant wait to get rid of it  USERID ,1
23004,way to fuckin cold out at the moment  USERID ,2
23005,way to put the porchdick in his place carol he is lucky the dish didnt break  USERID  USERID  USERID  USERID  USERID ,0
23006,wdcc disney classics le bambi field mouse little april shower figurine coa nr  USERID full read… URL URL  USERID ,0
23007,we aint going steady we just fuckin round  USERID ,2
23008,we all have tvs we saw the shit too  USERID ,2
23009,we also need the number of bad bitches that turned up in every local government in lagosthis figure are important  USERID ,2
23010,we always seem to find a way to fuck things up  USERID ,2
23011,we are dead stars  USERID every atom in our bodies was fused in an ancient star nasa astronomer dr michelle URL  USERID ,0
23012,we are going to mcg fuck yeah  USERID ,2
23013,we are making 5 gallons of amf so adios mother fuckas ill be blackout shortly  USERID ,2
23014,we are out of the word bitches rihanna took them all up now i cant say bitches i gotta say rambles strange words  USERID  USERID ,0
23015,we both know you stay creeping on my shit  USERID  USERID ,1
23016,we both reaches for the gun is my shit haha  USERID ,2
23017,we can all agree a batshit crazy rick grimes shirt is an awesome tee shirt  USERID  USERID ,1
23018,we cant blow this shit man  USERID ,2
23019,we cn put a human onwthe moon but we cant create a donut that makes your pants fall off when you bite it bullshit  USERID ,2
23020,we dont fuck with you you cant hit the blunt  USERID ,2
23021,we dont give a fuck who is you nigga fu nigga run up on efrain you gon lose nigga  USERID  USERID ,0
23022,we dont give no fucks yeah  USERID ,2
23023,"we dont make pussy pancakes either
kortneys grandma
  USERID USERID  USERID ",0
23024,we dont need these fuckboys we need a man so if you cant be that then get to stepping  USERID ,2
23025,we dont shit money boo put the price back to 500 for aris mampg  USERID USERID  USERID ,0
23026,we fuck with each other but he aint my nigga  USERID  USERID ,1
23027,we fucking hooned it  USERID me rn  USERID ,0
23028,we fucking up just may miss the playoffs  USERID ,2
23029,we get so fucking hype in the hallway its ridiculous  USERID ,2
23030,we getting money fuck your attitude  USERID ,2
23031,we go we go we wake back up and do it all again we know we know say fuck the world we riding til the end  USERID ,2
23032,we gone wake up smoke a blunt and fuck  USERID ,2
23033,we grind so hard for what we want because we came from shit  USERID ,2
23034,we grown as hell im over having meaningless sex if youre incapable of building on more than a sexual relationship im not the one b  USERID ,2
23035,we had to get off facetime cause he was shitting lol  USERID ,2
23036,we have niall pissed as hell bc he cant sleep and on the other hand we have liam telling us hes bored and has fire extinguishers  USERID ,2
23037,we have no long stem broccoli left as if this day couldnt get more shitty  USERID  USERID ,1
23038,we in my black benz windows up getting head smoking blunts everybody know whats up and i turn them girls to sluts  USERID ,2
23039,we just made that presentation our bitch  USERID ,2
23040,we just saw some great tags on a train 2fat sluto and a drawing of a huge boner and penis w an arrow to clear up any confusion  USERID ,2
23041,we literally banned a book that says a word that we made up calm the fuck down america  USERID ,2
23042,we made it fuckers thanks to that british oak in the line lmao URL  USERID via  USERID USERID  USERID  USERID ,0
23043,we may stop talking for a while but we bounce back at the end of the day  USERID bitches cant compete where you dont compare  USERID  USERID ,0
23044,we out here amp shit URL  USERID ,2
23045,we poppin like ayo all my bitches got real hair chillin with the top down screaming like ayo  USERID  USERID ,1
23046,we put all these bitches in rotation  USERID ,2
23047,we really arguing dis damn early omg he so irritating  USERID  USERID ,1
23048,we say hell yeah and amen yeehaw and y’all come back again and pray that our boys come home alive  USERID  USERID ,0
23049,we should forget most of the shite mentioned on here and get sanchez off the hypocritesput some bite back into our team  USERID  USERID ,0
23050,we should just get drunk and fuck  USERID ,2
23051,we use to whoop they ass  USERID tone use to start cheatin and shit cuh was callin 5 counts  USERID 10 seconds and shit lmaao shot clock violations  USERID ,0
23052,we used to fuck but i got fed up  USERID ,2
23053,we were gonna get netflix but mums being a bitch  USERID ,2
23054,we will finally fucking know who a is  USERID  USERID ,0
23055,we woke up in the kitchen saying how the hell did this shit happen oh baby  USERID ,1
23056,wearing headphones is the universal sign for dont fucking talk to me  USERID ,2
23057,wearing my  USERID USERID sweatshirt even tho its like 80ºf outside but whateves i look cool as hell URL  USERID ,0
23058,"wearing my stockings and suspenders wanna fuck me 880 URL

goth wants to suck your cock weari… URL  USERID ",1
23059,"weather report

when u tweet dirty expect dms raining full of hard dicks  USERID ",1
23060,weed  USERID friends  USERID hella fun  USERID ,0
23061,weed aint what yall make it that shit not as serious as yall want it to be  USERID ,2
23062,weed doesnt make people do hard drugs people who are attracted to that kind of shit do hard drugs  USERID ,2
23063,weed lol i feel so stressed and shitty i jsut want to get high and watch the stars or something fuck the world  USERID ,1
23064,weird shit always happening to me  USERID  USERID ,1
23065,weird to think two days ago i was the happiest ever in my relationship now ive fucked everything up and im single again  USERID ,1
23066,welcome to hhs where youll see shit that people pay for on the internet for free everyday  USERID ,2
23067,welcome to milford high school where you will be spending your next for years with fake ass bitches destroying your hopes and dreams  USERID  USERID ,1
23068,welcome to my crazy life  USERID USERID your queen says hello styletheharry via URL  USERID ,0
23069,well back to cleaning amp probably wont be done studying and shit till like 6am  USERID  USERID ,1
23070,well bristol has fucked me over  USERID ,2
23071,well damn they used obamas selma speech  USERID ,2
23072,well dude if ur gunna stare at me in a weird and creepy way ill probably call u out on ur shit dont be surprised  USERID ,2
23073,well fuck didnt see that coming  USERID ,2
23074,well fuck miami for spring break guess whos babysitting all spring break  USERID  USERID ,1
23075,well fuck sakes i thought i was suppose to work tomorrow not today whatever im done soon anyways  USERID ,2
23076,well fucking said eddie  USERID  USERID  USERID USERID  USERID ,0
23077,well guess what cousins i found the pussy nigga dead in the living room skeleton  USERID insert evil laugh here  USERID ,1
23078,well hello again there feelings havent seen you in a while  USERID ,2
23079,well hello to you too spring it is lovely to have you back i cannot wait to taste your fruits … URL  USERID ,0
23080,well i fucked up big time  USERID ,2
23081,well i got fuckin fucked up  USERID but i made party friends so good for me  USERID ,0
23082,well id love to stay and chat but i fucking hate you  USERID ,2
23083,well ill see you when his career flops your fucking ass and reach the top  USERID ,2
23084,well its 530 and im just waking upand still feel like shit  USERID ,2
23085,well its feb 6th 2012 and theres no meat flavored cigarettes i guess that book of predictions i made in 5th grade was bullshit  USERID ,2
23086,well its your fucking loss damn you  USERID ,2
23087,well ive slept on it and im still as pissed off as i was last night  USERID USERID  USERID ,1
23088,well kentucky got hella guards that can dribble not just 1 so goodluck wvu wildcats ready to feast  USERID  USERID ,0
23089,well michelle keegan u played a blinder to night u kept me on the edge of my sofa totally amazing performance you played in ordenery lies x  USERID ,0
23090,well my brother is here so i dont have the house to myself fucking dickhead  USERID  USERID ,1
23091,well my night turned to shit real quickly  USERID ,1
23092,well no shit you just destroyed the most popular tv show in the world what do you expect to happen URL  USERID ,2
23093,well now thats just some bullshit  USERID ,2
23094,well nt fuckin aroun but ye  USERID ,2
23095,well shit i accidentally pressed buy for the jerry lynn tickets should any of us really be surprised ugh queens i dont want to be in u  USERID ,2
23096,well shit morgan you are a fvckin g for that  USERID ,2
23097,well shit sex does make your day better  USERID ,2
23098,well so everyone knows how tonight went my mom threatened to cut someones dick off  USERID  USERID ,1
23099,well sorry for everyone that saw that snap story just realized that was on my fucking story  USERID ,2
23100,well that was a shit nights sleep  USERID  USERID ,1
23101,well that was another fucking stunning way to end the night thank you all for coming hopefully i wont wake up to see you cunts again  USERID ,2
23102,well that was crap no rock bottom no peoples elbow not even a damn ddt  USERID ,2
23103,well that was shitty as hell  USERID USERID  USERID ,1
23104,well the time is almost near i hope everybodys ready when they try to put me away because of the pussy hole in a mental hospital  USERID ,2
23105,well there goes 20 on ebooks because i couldnt find any fucking torrents gtgt i hate the internet sometimes  USERID ,1
23106,well this weather though fucking snowflakes thinking they own the place this makes me want to apply for all the n… URL  USERID ,2
23107,well today s got fucked what to do  USERID ,2
23108,well we dont gotta be butt buddies but shit take me to some excitement  USERID  USERID ,0
23109,well we screwed up the gay thing lets arm some loons  USERID ,2
23110,"well who you fuckin
damn all in my business but im fuckin the same person i fuck with goodnight  USERID  USERID ",0
23111,well wien its been a fucking blast on to belgium tomorrow  USERID ,2
23112,"well you had me from hello
i felt love start to grow
the moment i looked into your eyes you won me  USERID ",0
23113,welp just laid the smack down on a doe this morning with my truck on my way to work gosh damn cattle guards were the best invention ever  USERID ,2
23114,welpim logging off now rt  USERID USERID cavs got the  USERID 1 pick 3 damn times that nba lottery is rigged URL  USERID ,1
23115,wen ah mad steady wanna use yo shittf bro  USERID ,2
23116,wen he pull out his dick and it small asf  USERID USERID URL  USERID ,0
23117,wen im down to my last ima flip every fuckin time  USERID ,2
23118,wen u realize u fucked up someones life tht u really care about so badly tht you end up hating urself  USERID ,2
23119,wen you and elena get hella emo after midnight  USERID ,2
23120,wen your full on the first plate and you know everyone is gonna bitch at you bout it  USERID  USERID ,1
23121,wendy look pretty damn hot in a hockey jersey we need a womens league  USERID ,2
23122,wendys was like the frosties are runny ïdk if u want it so i got a burger instead and they fucked it all up putting everything on it  USERID  USERID ,1
23123,went from having 2 weeks to do all this to 2 days fucking procrastination lol  USERID ,2
23124,went so fucking ham these past 4 days  USERID ,2
23125,went to party with the ratchets on friday they ratchet as hell fasho but they show love if that makes sense  USERID ,2
23126,were always tripping when we choose not to put up with stupid shit lol ok let me keep tripping then  USERID ,2
23127,were at  USERID USERID conference over the next two days  USERID come and say hello  USERID URL  USERID ,0
23128,were hell its late lowe me  USERID  USERID ,1
23129,were in hell but youre the closest thing to heavenly  USERID ,2
23130,were live bitches  USERID  USERID  USERID URL  USERID ,0
23131,were really on some different shit  USERID ,2
23132,westfeild high school still playful how dallas folks seeing they shit they all the way in houston cutin up  USERID  USERID ,0
23133,wet morning in babcock university love the weather  USERID ,2
23134,wet pussy w no smell a mf boy  USERID ,2
23135,weve been through so much shit  USERID USERID together and now we are no longer friends im in pain it hurts  USERID ,1
23136,"weve fucked up by claiming an ethnicity race class or social ranking
we are all equal amp were all one spirit  USERID ",2
23137,"we’re hell raising
and we don’t need saving
cause theres no salvation for a bad girl URL  USERID ",2
23138,we’re ready for day 2 of the home furnishing amp design show  USERID USERID stop by our booth and say hello to howie URL  USERID ,0
23139,what  USERID USERID isnt that special national journal adds climate denier to its verbal arsenal URL  USERID ,1
23140,what a bad ass motha fucka  USERID ,2
23141,what a bellend rusev turned out to be lana could do with dick in her life though  USERID ,2
23142,what a bitch  USERID USERID i never liked her in the first place ugh  USERID ,1
23143,what a friend you have shit  USERID ,2
23144,what a fucked up sunday  USERID  USERID ,1
23145,what a fucking ending holy shit so good  USERID USERID  USERID USERID  USERID ,0
23146,what a fucking game no voice left an my shins are fucked but was worth it  USERID  USERID  USERID ,0
23147,what a fucking touch man brilliant goal  USERID ,2
23148,what a fucking win blue devils  USERID  USERID ,0
23149,"what a joke the guy who screwed up india rttimesnow

nehru is the builder of india rashmi kant congress  USERID  USERID ",1
23150,what a miserable and shitty day  USERID ,2
23151,what a save damn that was awesome  USERID ,2
23152,what a shit day today was losing an hours sleep absolutely killed me even before i got to work  USERID  USERID  USERID  USERID ,1
23153,what a waste of a fucking weekend i coulda been working  USERID ,2
23154,what are you twelve yeah on a scale of one to ten bitch  USERID ,2
23155,what bitch curved my nigga dre and placed him in his feelings  USERID ,2
23156,what da fuck was that  USERID  USERID ,1
23157,what dickhead thought that soft voiceshigh volume sound effects was a fantastic mix level for movies  USERID  USERID ,1
23158,what did you want ha im exol and i thing that exois10 on stage but  USERID always in my heart please dont give a fuck to each other  USERID ,0
23159,what do i do now that my head hurts like fuck i cant even sleep  USERID ,1
23160,what do you do after youve been fucked over so many times  USERID ,2
23161,what does dick ride mean  USERID mom  USERID ,0
23162,what ever that wine was i had my ass dont need it ever again i mean that shit  USERID ,2
23163,what greene had all fucking ball  USERID  USERID ,1
23164,what has slut got to do with being what an idol does  USERID ,2
23165,what have i done today fuck all thats what seen nobody been bothered by nobody and i feel okgreat coz doing fuck all is fun  USERID ,0
23166,what i find on my phone lol kaman is a dick lol URL  USERID ,2
23167,what i tell a bitch  USERID she irrelevant  USERID  USERID  USERID ,1
23168,what if a making a good cocktail was as simple as opening a bottle of wine it can be URL URL  USERID ,2
23169,what if i told you that the acceptance of other pieces of shit doesnt make you less of a piece of shit  USERID ,2
23170,what if is that dick sucking type of jam  USERID ,2
23171,what in the blue fuck is dolph wearing  USERID ,2
23172,what in the fuck meek just a muthafucking ken doll mane wtf URL  USERID ,2
23173,what is a niggas motive for commenting extra shit like you popping on a females picture  USERID  USERID ,1
23174,what is gst goverment says thanks damn  USERID ,2
23175,what is that lil trash doing at weibo hes being cheesy as fuck  USERID ,2
23176,what is this shit with the boys breaking up like you better sit your ass down and revaluate your life  USERID ,1
23177,what is wrong with gareth bale hes playing so shit  USERID ,2
23178,what is your favorite sport — badminton damn im so good play it URL  USERID ,2
23179,what ive seen so far suggests the rex and ray kits are kinda shitty meaning theyll need the most love to bring them up to scratch  USERID ,2
23180,what makes black ops 2 indefinitely the worst call of duty  USERID USERID its hacked to shit now  USERID ,1
23181,"what momma suho mean is
my son dumped that bitch at trash site where she belong toand i got son in law URL  USERID ",2
23182,what the actual fuck please grow up like what was the point of even taking me back if you were gonna break up with meum  USERID ,1
23183,what the actual hell am i watching  USERID ,2
23184,what the dumb bitch dont realize if she just shut the fuck up shit would be different but no  USERID ,2
23185,what the fuck  USERID USERID aku suka bau ketiak what’s wrong with me  USERID  USERID ,1
23186,what the fuck am i doing again  USERID  USERID ,1
23187,what the fuck am i even doing  USERID ,2
