,text,curseword,curseWordCatg,date,sentiment
7609,iyα dongg •̯͡•̯͡  USERID  USERID USERID awawaw cie barbie alyamoch aku kan barbie  USERID  USERID  USERID USERID lohhahaha alyamoch apad  USERID  USERID USERID  USERID ,dong,1,Oct2011,0
2073,i’m on some marvin gaye shit a bunch of distant lovers  USERID ,gay,1,Oct2011,2
14083,i’m tired of mufuckas sayin that they worry about me when in fact they probably never gave fuck about me  USERID ,fuck,7,Oct2011,2
30295,j coles song mr nice watch w jayz jay says cocksucker im 730 ya know where you niggas gonna wind up i wonder if it means 8 as in ate  USERID ,cock,1,Oct2011,0
34552,j wow needs to stop smoking lol bitch is looking 45 years old when shes 25  USERID ,bitch,1,Oct2011,2
17341,ja ja ja cada vez tengo mas razon de lo que dije y sigo diciendo jajajajaja fuckers   USERID ,fuck,7,Oct2011,2
18187,jacques main is the worst fucking bench manager leading the league in too many men penalties again  USERID ,fuck,7,Oct2011,2
17127,jade fucking like gilbe  lmao  USERID ,fuck,7,Oct2011,2
31453,jadi apa dong mau nya   USERID  USERID USERID kok gtu banget sii  USERID USERID jadi sopir kopaja  USERID  USERID USERID baiklahoneng ntr   USERID ,dong,1,Oct2011,0
4756,jadi bisa di pastikan bukan djarum lagi yg jadi sponsor utamaa dong  USERID  USERID USERID  USERID 3 perusahaan raksasa bersaing jadi sponsor ut  USERID ,dong,1,Oct2011,0
10013,jadi dong d  USERID USERID iyalah wkwk bsk jd kn qaqa  USERID  USERID USERID hehe maklumgracesilyahana hoalah pantas   USERID  USERID ,dong,1,Oct2011,0
26835,jadi ke kosan  USERID USERID pukul  USERID  USERID USERID napa bangmana orang nya  USERID USERID eeq dong ba  URL  USERID ,dong,1,Oct2011,0
8338,jadi kepercayaan temen buat dititipin hape n duitt utk beberapa hari ternyata berat  USERID ,tit,1,Oct2011,2
5877,jadi kuis ga aku udh dijalan plg nih titss  USERID  USERID USERID  USERID USERID aku masih dikelas nih pak entjep lama   USERID ,tit,1,Oct2011,0
1353,jadi lu anak gue dong   USERID  USERID USERID nyokap gue katy perry bay  USERID  USERID USERID haha inget aja sama emak sendiri hehe  USERID  USERID ,dong,1,Oct2011,0
36622,jadi spt apa dong demokrat ngga banget deh  USERID USERID saan pikiran presiden tak sepei pks URL  USERID ,dong,1,Oct2011,0
35498,jafrat looks like the koolaid man always trynna brake someones wall and shit   USERID ,shit,7,Oct2011,2
8656,jahat   USERID  USERID USERID gah amat ziyahmiuni peluk gue cium gue dong p wkwkwkkw  USERID  USERID USERID ya kalau kangen trus knapa  USERID ,dong,1,Oct2011,0
25482,jajaja  USERID  USERID USERID en lugar d estarse agarrando sus cositas frente a la compu deberian d felicitar a  USERID USERID cabrons felicidades wey  USERID ,arse,3,Oct2011,0
33052,jajajajajjajajajaja rancioo  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID ser gay es gay  USERID ,gay,1,Oct2011,0
6536,jaket kulit jadi teu   USERID  USERID USERID gt dongg gakmaungapain beli barbie aku aja udah kaya barbie ´⌣ʃƪ  USERID ,dong,1,Oct2011,0
23154,jam 10  aku kayaka minggu engga jadi ftobox sama tito   USERID  USERID USERID  USERID USERID ˚°ºн̲̅e̲̅н̲̅e̲̅н̲̅e̲̅º°˚  USERID USERID jam brapa emang mate   USERID ,tit,1,Oct2011,0
1941,jam brapa mau dong  USERID  USERID USERID  USERID USERID  USERID USERID  eehh hari sbtu pd mw ikt beauty class dkmps gw gag dri oriflame  USERID ,dong,1,Oct2011,0
36131,james  USERID USERID i do not have the energy for this bullshit he on right now  USERID USERID jscotte  USERID ,shit,7,Oct2011,1
27959,james i dont need notes was doing that today to the ladies at lunch josh oh you go to the dog store they like to be called bitches  USERID ,bitch,1,Oct2011,2
26174,james is fast as hell cuh  USERID ,hell,2,Oct2011,2
9511,jammin to max b omw to school  yea that real shit  USERID ,shit,7,Oct2011,2
23001,jamming out to justin bieber while packing my shit for salisbury   USERID ,shit,7,Oct2011,2
7075,jancok lapo melok melok zic  USERID USERID gaya mu sok cool  USERID  USERID USERID sapa ya  USERID USERID  USERID USERID he lambe folback yah   USERID ,gay,1,Oct2011,0
8922,jangan  USERID ˘–˘  salahin gue ˘˘ dong  kalo gue  kangen sama lo ˘˘  USERID ,dong,1,Oct2011,0
36451,jangan kasian d  USERID  USERID USERID weettss woles dong menberi pake neklehahah  USERID  USERID USERID ngentot pagi pagi udang ngebacot aja  USERID ,dong,1,Oct2011,0
7447,jangan mau hen p hehe  USERID USERID  USERID USERID ka hen follback dong d  USERID ,dong,1,Oct2011,0
4164,jangan nangis kaya tadi lagi dong senin kita pay  USERID USERID ah qiaa ˘̩⌣˘̩ƪ  USERID sitiaqia bkn kamu yg ngeceng diadia yg nge  USERID ,dong,1,Oct2011,0
8302,jangan negative orang mau berubah dukung dong jangan malah di pojokin   USERID USERID udah di remove blok ntar cont URL  USERID ,dong,1,Oct2011,0
625,jangan pake insyallah dong  USERID  USERID USERID insya allah   USERID  USERID USERID hahahha besok pulang sekolah main yu males banget di rumah  USERID ,dong,1,Oct2011,0
7801,janvier kpan tanding lagi   USERID  USERID USERID  USERID USERID jadi dong hehe kenapa kangen wakakak  USERID ,dong,1,Oct2011,0
13092,japan sleep fuck hot girl in massage room sex movies porn URL  USERID ,ass,3,Oct2011,2
35194,jason juss made me sad fuckk him  USERID ,fuck,7,Oct2011,2
9589,jauh  USERID USERID beli dongg p  USERID  USERID aku belum beli p  USERID USERID aku udh beli p  USERID  USERID ,dong,1,Oct2011,0
24632,jauntez is cute as hell to me  USERID ,hell,2,Oct2011,2
36405,javier had a red pullover under his white uniform shi hot nigger  USERID ,nigger,0,Oct2011,2
5657,jawab mentionnya nyantai dong щºдºщ ntr jm 6 k rmh gua rusuhin si barry gt̯lt  USERID  USERID USERID napee   USERID nanaelenoir  USERID ,dong,1,Oct2011,0
17125,jay z at the yankees game talkin shit  USERID ,shit,7,Oct2011,2
30027,jayz is fuckin cold at the stadium  USERID ,fuck,7,Oct2011,2
10247,jb is a bullshitter  sighs  USERID ,shit,7,Oct2011,2
15781,jc brizard takes student question on  USERID says global competition means that even highperforming schools can do better  USERID ,tit,1,Oct2011,1
11631,jcole not cute n he lightskin but he the shit ifuck with hmcoleworld  USERID ,shit,7,Oct2011,2
2149,je bent echt een bitch hw geef t maar toe laat t maar zien  USERID ,bitch,1,Oct2011,2
573,je hoeft niet in een boom te hangen om een eikel te zijn  USERID  USERID ,hoe,1,Oct2011,0
18411,jealous sit on da bench w da rest of da bitches waitn 4 me 2 give a fucc  USERID  USERID ,bitch,1,Oct2011,1
22364,jealousy is an ugly diseaseoh well get well soon bitch  USERID ,bitch,1,Oct2011,2
19492,jebrail calls frank ocean frankery the fuck lls  USERID ,fuck,7,Oct2011,2
9443,jedan izgubidrugi dobije zao nam je i cestitamo  USERID ,tit,1,Oct2011,2
25797,jeeper the fucking creeper eat your daughter and keep her  USERID ,fuck,7,Oct2011,2
23916,jelas dong biaya kuliah embah kan cucu yg nangung hahaha  USERID  USERID USERID bgs bgs bgs cucu yg banggung  URL  USERID ,dong,1,Oct2011,0
33202,jelena gt same shtdifferent day URL d  USERID ,sh*t,7,Oct2011,2
3609,jelena jensen high heel shoes URL  USERID ,hoe,1,Oct2011,2
9228,jeongmin oppa is so damn handsome hot  USERID ,damn,2,Oct2011,2
29011,jeritan suara hati nih d  USERID  USERID USERID gaya ahh kakak pns nih   USERID wulanaddict klo gw yg dikasi kpercayaan  URL  USERID ,gay,1,Oct2011,0
11257,jermaine cole  USERID 1 album bitches lol  USERID ,bitch,1,Oct2011,0
29667,jerry springer on monday w my sister  omg this shit is gonna be so hilarious   USERID ,shit,7,Oct2011,2
31862,jersey shore and then bed i feel like a damn zombie or something thats how tired i am  USERID ,damn,2,Oct2011,1
30044,jersey shore is just fuckin retarded now  USERID ,retard,4,Oct2011,2
22548,jersey shore is seriously the gayest show on this planet  USERID  USERID ,gay,1,Oct2011,1
27048,jersey shore is shit now  mike is getting paid the most because hes paid to sta the problems duh  omg its so stupid now   USERID ,shit,7,Oct2011,2
16760,jersey shore than knocking the fuck out  USERID ,fuck,7,Oct2011,2
11087,jersey shore tonite bitches    USERID ,bitch,1,Oct2011,2
25411,jersey shore uhm im thinking hell yes    USERID ,hell,2,Oct2011,2
28880,jersey sore bitches in 2 hours  USERID  USERID ,bitch,1,Oct2011,1
5719,jessie j is a big massive weird bitch  USERID ,bitch,1,Oct2011,2
951,jessie what is this sticky shit on your computer   USERID USERID i can hear it already l  USERID  USERID ,shit,7,Oct2011,1
33181,jesus christ i fuckn thought he smacked it out jeez fml now lol i got fuckn hyped ass hell  USERID ,hell,2,Oct2011,2
33183,jeter just gave me a scare fucking fag  USERID ,fag,1,Oct2011,2
1080,jez heard a company sacked 30 workers dats fucked up and which kind mgt b dat  USERID ,fucked up,6,Oct2011,2
26927,jgn bsk dong  USERID  USERID USERID malming yuks lama ga jln malming qta  USERID  USERID USERID kapan  USERID  USERID USERID jln yoks brader  USERID USERID  USERID ,dong,1,Oct2011,0
23849,jgn di sini dong rame  USERID  USERID buka buka an apa mau donk di buka bukain  USERID  USERID USERID katanya mah buka2an  USERID  USERID  USERID ,dong,1,Oct2011,0
19859,jgn mau tukang modolanhha  USERID USERID »  USERID USERID masuk mps gagrizky291  USERID USERID ta dong hehe  USERID ,dong,1,Oct2011,0
7776,jgn ngledek dong ud   USERID  USERID USERID yulianggreyni yuli rambutnya gaul bgt dah wkwkwk  USERID ,dong,1,Oct2011,0
1743,jgn sedih dong ini wiwi coment  USERID kenyataansetiap gue nulis apapun ttg plpasti gak akan digubris sama seluruh parodi disni  USERID ,dong,1,Oct2011,0
6059,jiah ntar gw mampir ah mau liat   USERID  USERID USERID boleh dong tp gatau ampe kpn blhnya   USERID USERID lu boleh ngrawatnya itu   USERID  USERID USERID  USERID ,dong,1,Oct2011,0
30997,jiahahahah pake dong brad  USERID  USERID USERID  USERID USERID eka twituit hahaha  USERID ,dong,1,Oct2011,0
1177,jij stuu me 5x ping stuur ik 1x ping terug word je boos eey fuck you  USERID ,fuck,7,Oct2011,2
30362,jionni aint rockin shit he gnna kill you  USERID USERID lmao haha  USERID ,shit,7,Oct2011,0
30481,jionni is a bitch and snooki looks dumb chasing after his ass  USERID ,bitch,1,Oct2011,2
29777,jionni is a fucking loser with a high pitched voiceitsthesituation  USERID ,fuck,7,Oct2011,2
37669,jionni is dumb as hellsnooki has cheated on him so many times  USERID ,hell,2,Oct2011,2
30280,jionni is such a bitch  USERID tell ginny when i see him hes dead  USERID ,bitch,1,Oct2011,1
30679,jionni is weak as hell she smashed vinny an hour later son and you take her back  USERID  USERID ,hell,2,Oct2011,1
30785,jionni must cant get pussy no where else cause he wack i swear he a duck  USERID ,pussy,1,Oct2011,2
30175,jionnis a bitch he wont fuck anybody up hes a  USERID  USERID ,bitch,1,Oct2011,1
7655,jir bsk tuh pelajarannya fuck semua hufft ⌣́⌣̀  USERID ,fuck,7,Oct2011,2
9028,jngn yg lg ancur gwa  USERID  USERID USERID eh  USERID USERID tag in foto anak anak pas lagi ultanhya si  USERID USERID dong  USERID ,dong,1,Oct2011,0
10782,jo jonas is fucking hot in his new video hes not looking like a virgin hes like fin this girl  USERID ,fuck,7,Oct2011,2
8660,job hedge fund london c quantitative developer exceptional cnet deve URL quant ib finance jobs 69  USERID ,tit,1,Oct2011,2
4701,job ib london senior vp equity derivatives quantitative analytics ph URL quant ib finance jobs 84  USERID ,tit,1,Oct2011,2
28324,job jets over bitchesnigga i stick to the script  USERID ,bitch,1,Oct2011,2
37086,job search tip on your resume use titles that make sense based on the job you are doing the skills that you URL  USERID ,tit,1,Oct2011,2
9538,job sole practitionerconsultants due to increasing business levels and expansion across all of their core dep URL  USERID ,tit,1,Oct2011,2
14344,jobobalejo  sound sultan  pasuma wonder skanking in reverse  USERID ,skank,1,Oct2011,2
17063,joe does sound really hoarse on the chew  USERID ,arse,3,Oct2011,2
20710,joe giradi better hope all these pitching changes work cuz this shit is just confusing as fuck right now  USERID ,shit,7,Oct2011,2
29612,joe girardi be gettin no pussy  USERID ,pussy,1,Oct2011,2
29710,joe girardi is a bitch for making benoit take his bandaid off  USERID ,bitch,1,Oct2011,2
4052,john coltrane pandora feelin like im in new orleans or sum shit  where is  USERID USERID  USERID ,shit,7,Oct2011,0
23250,johnny didnt like the tie from express he says it to gay but i mean he dresses gay so whu doesnt this tie work  USERID  USERID ,gay,1,Oct2011,1
12402,join us tonight for a special green cucumber cooler cocktail in honor of  USERID URL  USERID ,cum,1,Oct2011,0
7800,joke lol  USERID “siimpliciti omg  look at this  damn funny   USERID USERID URL  USERID ,damn,2,Oct2011,0
14793,joni mitchell never lies  USERID USERID  USERID ,hell,2,Oct2011,0
38220,jordan ajf 9ps little kids shoes style  USERID 352739101  USERID USERID  USERID USERID jordan ajf 9ps little kids shoes style  USERID 352739101rat URL  USERID ,hoe,1,Oct2011,0
30008,jordan better then fucking kobe how many rings kobe got  how many rings jordan got i aint think so  USERID ,fuck,7,Oct2011,2
21662,jordan cuming out wit sum mo 8s them hoes will be on my feet soon  USERID ,cum,1,Oct2011,2
21816,jordon and her tweets can have me cracking up laughing when i feel like shit  USERID ,shit,7,Oct2011,2
19394,joseph  USERID USERID my dumbass brother throw water on my bed fucking asshole  USERID USERID drummond  USERID ,ass,3,Oct2011,1
5427,joshmishell im sure something better will come along reason for everything ne thing fun and new if4icv  USERID ,hell,2,Oct2011,2
7701,jpn  alonso “as focussed as if we were fighting for the title” URL  USERID ,tit,1,Oct2011,2
34565,jr about to have the itis with all this damn food  USERID ,damn,2,Oct2011,2
27182,jst got bck hmehigh as fuck pls dnt mind if i gbagaun  USERID ,fuck,7,Oct2011,2
30593,jtfo  USERID  USERID USERID man if my girlfriend told me she fucked another nigga  ima fuck her friend and break up with her  USERID ,fuck,7,Oct2011,1
35424,judge me if you want but my ass is warm as fuck URL  USERID ,ass,3,Oct2011,2
7399,judge me not for you do not know me  USERID USERID and even if you could step into my shoes for a day you still wouldnt be URL  USERID ,hoe,1,Oct2011,1
15887,jugg got me a new phone for free happy i aint have to pain to fix my screen apple store fuck with me rip steve jobs mane  USERID ,fuck,7,Oct2011,1
6868,"jujur aja ke 
nyusahin banget wkwk  USERID  USERID USERID tanya aj kak sama orangnya wkw  USERID USERID haha enggakdong p  USERID  USERID ",dong,1,Oct2011,0
33003,"jump up on dat dick and do a full split
tunechibaby  USERID ",dick,1,Oct2011,2
658,jumpdd back in my bed xx barse  USERID ,arse,3,Oct2011,2
35791,jus bcuz i said sum chicks on they period act like female dogs dont mean im callin u a bitch  USERID  USERID ,bitch,1,Oct2011,1
3821,jus came back from reems tat payshoulda got tat but i was fraudin like shitcoulda gotta free tat smdh  USERID ,shit,7,Oct2011,2
36359,jus cause i dont fuks wit u no more u gonna sta rumorsbitchesthesedays  USERID ,bitch,1,Oct2011,2
35581,jus fuckd up 3 pillsbury grand biscuits  USERID ,fuck,7,Oct2011,2
14896,jus gave her my spillslurp it up bitch like a good hoe  USERID ,bitch,1,Oct2011,2
28143,jus got done watching laugh at my pain  USERID USERID hats off to you funniest shit ever  USERID  USERID USERID pineapples  USERID ,shit,7,Oct2011,0
4535,jus had 2 go off on these motha fuckin providence staff  top flight security  USERID ,fuck,7,Oct2011,2
20978,jus leavin da police academy dat shit was fun doe  USERID ,shit,7,Oct2011,2
4927,jus left da studio nigaz fina push dis shit heavy  USERID ,shit,7,Oct2011,2
4292,jus woke up had a bad dreamcall dey bf  sighs da shit scare me lol  USERID  USERID ,shit,7,Oct2011,1
33846,jus young cutz another btch lmaoo  USERID ,b*tch,1,Oct2011,2
13184,juss ate some fucking hot dogs   USERID ,fuck,7,Oct2011,2
21344,juss know somebody gonna get fucked up juss for playing thats all they keep saying  USERID ,fucked up,6,Oct2011,2
16352,just another old hoe in my eyes  its alot but dnt fuck with no nigga i fuck with cuz i will give you hell nbs  USERID ,hoe,1,Oct2011,2
20840,just ate the most nicest cheese ever yumwait will i have nightmares now cause ive cheese before bed shit  USERID ,shit,7,Oct2011,1
27371,just bcuz something bad is goin ondont let that shit knock ukeep ya head upi know it worksi do it all the tyme  USERID ,shit,7,Oct2011,2
31769,just because i dont want a boyfriend or talk to any guys doesnt mean im gay tf   USERID ,gay,1,Oct2011,2
35689,just because you got your nails and hair done dont mean you fuckin fancy  USERID ,fuck,7,Oct2011,2
24933,just blew one hundred and fity dollas at target on a bunch of shit i absolutely do not need  USERID  USERID ,shit,7,Oct2011,1
24328,just called cali the bitch was laughing  joking with me  USERID ,bitch,1,Oct2011,2
37074,just came home from  USERID USERID the club   fuck i gotta fine for curfew   USERID ,fuck,7,Oct2011,1
26488,just cause im naturally loud n shit dont mean you gotta see me high why does everyone wanna see me high lol  USERID  USERID ,shit,7,Oct2011,0
13611,just cause youre in grade 8 now doesnt give you the right to be a complete bitch  USERID  USERID ,bitch,1,Oct2011,1
27439,just cos youre new to highschool dont mean you act up youre not great so sit the fuck down  USERID ,fuck,7,Oct2011,2
34756,just did a spiderwoman move tho my phone was falling off the bed  i scooped that shit up in mid air lol i know im hype rite  USERID ,shit,7,Oct2011,2
9911,just drove by a scary ass black cat just sittn on the side bad sign yes superstition  USERID ,tit,1,Oct2011,2
7627,just drove for 7 fucking hours almost running out of gas and having to stay elsewhere in the process time to relax and sleepfuckstress  USERID ,fuck,7,Oct2011,1
2000,just find out some fuck up shit  USERID ,shit,7,Oct2011,2
34250,"just finish cleaning up
so tomorrow i betta not here no shit wen i get readi to leave  USERID ",shit,7,Oct2011,0
2419,just finished breaking bad season 3speechless about the ending holy shit also finished entourages latest seasoninterestin finale  USERID  USERID ,shit,7,Oct2011,1
1411,just finished cleaning the living room and kitchen does this make me a good husband or a hebitch  USERID ,bitch,1,Oct2011,2
34561,just finished hella fckin homework its like ijust had school from 8 am  8 pm  so exhasted any watchin x  factor   USERID ,hell,2,Oct2011,2
12599,just fixing say screw it your making no effo  USERID ,screw,1,Oct2011,2
16312,just fked my foot up  its all bloody   USERID ,f**k,7,Oct2011,2
30446,just found  USERID USERID the perfect shoes for saturday hope  USERID USERID like them too  USERID USERID URL  USERID ,hoe,1,Oct2011,0
11654,just found my fav day to remember shi hell yeah  USERID ,hell,2,Oct2011,2
27619,just found out  USERID USERID coming to houston who fuckin cares hope that place its empty and actually throw bottles at him hate him  USERID ,fuck,7,Oct2011,1
10142,just found out i can wear little girls shoes i am so getting light up sneakers  USERID ,hoe,1,Oct2011,2
12049,just found out i have to be at work at 730 tomorrow morning for 8 fucking people are you shitting me right now  USERID ,shit,7,Oct2011,1
12424,just fucking want to be at home  USERID  USERID ,fuck,7,Oct2011,1
32059,just getting home from workim so sleepyi aint have a good night of rest all weekbut im getting that bitch tonight  USERID ,bitch,1,Oct2011,1
1358,just given the option by my mum to stay off i said no i deserve a reward from parrs wood or some karma points or some shit  USERID  USERID ,shit,7,Oct2011,0
9605,just got back from cyprusfuck england man gotta go back to work already  USERID ,fuck,7,Oct2011,2
3722,just got back from downtown picked up a quaer  a pack of regular swishers finna get on my  USERID shit and go to sleep  USERID ,shit,7,Oct2011,0
32213,just got back from my washington trip michelle obama is so nice amp the apples at the white house r good  USERID ,hell,2,Oct2011,0
25687,just got done tripping w  USERID USERID  damn fool indeed   USERID ,damn,2,Oct2011,0
4636,just got home god damn im tired  USERID ,damn,2,Oct2011,2
31339,just got in mad tired but damn im  USERID man  USERID ,damn,2,Oct2011,0
25345,just got in the house from whit my bitch we had a wild day lmao  USERID ,bitch,1,Oct2011,1
13662,just got mad as hell but it cool im on one  USERID ,hell,2,Oct2011,2
1041,just got my arse involved in a taxi riot now  USERID USERID the police station sigh im later 4 class  USERID ,arse,3,Oct2011,1
33404,"just got my hair cut feeling fresh and go hit up this bar for drink with miss
 sexyashell  USERID USERID heading to uc davis in the am  USERID ",hell,2,Oct2011,0
35438,just got off the phone with  USERID USERID this bitch is hilarious  USERID ,bitch,1,Oct2011,1
26040,just got re pissed but i aint trippin  USERID ,pissed,7,Oct2011,2
33535,just got shed by the cab driver hes on the phone motherfucker im paying youchelcilately  USERID ,motherfucker,1,Oct2011,1
17095,just got shelled at an indian casino bo  USERID ,hell,2,Oct2011,2
767,just got stalkedlegit a guy just followed me home wtfuck  USERID ,fuck,7,Oct2011,2
2945,just got woken up to sum funny ass shitpahahahaha  USERID lmao URL  USERID ,ass,3,Oct2011,0
11128,just had a crazy football academy idea the reality of it taking off unlikely but not because its shit just the moneyfacility side  USERID  USERID ,shit,7,Oct2011,1
30741,just had a major muscle calf spasm and it hu like hell  USERID ,hell,2,Oct2011,2
28138,just had a nice long convo with kevin til he pissed me off and i walked home  USERID ,pissed,7,Oct2011,2
21061,just had the mother fucking time pf my life  USERID  USERID ,fuck,7,Oct2011,0
1372,just heard some shit that aint sittin to well with me this world in which we live in is a fucked up place  USERID ,fucked up,6,Oct2011,2
5790,just heard the news about steve jobs v sad thats today fucked then  USERID ,fuck,7,Oct2011,2
16239,just hoed jj   USERID USERID  real quick on oovoo  USERID ,hoe,1,Oct2011,0
2688,just holding on just a few more and soom we r therenew horizon hello netherland   USERID ,hell,2,Oct2011,2
21779,just in a really good mood about shit nothin can ruin my mood right this minute lt3  USERID ,shit,7,Oct2011,0
36724,just keep letting your friends talk shit about me  USERID  USERID ,shit,7,Oct2011,1
14185,just kick the dog shit out of her  USERID ,shit,7,Oct2011,2
18477,just know karma is a bitch  USERID ,bitch,1,Oct2011,2
34839,just lie to my ears  tell me the shit ive been dying to hear   USERID ,shit,7,Oct2011,1
3815,just listening to trem  lazy grey rap over this wik beat  farkin hell  USERID  USERID ,hell,2,Oct2011,0
8716,just lost 80 to arsenal   USERID ,arse,3,Oct2011,2
37693,just lost to this stupid ass zeroplayin combothievin streammonstereat a dick sir  USERID ,dick,1,Oct2011,2
18743,just make sure that bitch is beautiful  USERID  USERID ,bitch,1,Oct2011,0
11936,just noticed that was her ctfu damn  USERID ,damn,2,Oct2011,2
36233,just one big fuckup after another wth is wrong with me  USERID ,fuck,7,Oct2011,1
31619,just open yo legs like that huhdamn shoy going hard  USERID ,damn,2,Oct2011,2
29611,just out for yoself i dont fuck wit people like that  USERID ,fuck,7,Oct2011,2
27037,just pearled to jays im tite URL  USERID ,tit,1,Oct2011,2
32976,just pissed me off dat quikk  USERID ,pissed,7,Oct2011,2
10308,just put the cup on the fucking table and raise the fucking banner  USERID USERID this is cheesy and classless  USERID ,ass,3,Oct2011,1
34484,just realized i didnt have time to paint my nails shit   USERID ,shit,7,Oct2011,2
38130,just realized ive been walking around with one earring in my right ear wtf thats so gay  USERID ,gay,1,Oct2011,2
25819,just realizing a dude i dont like is following me  ¬¬ fuck outta here  USERID ,fuck,7,Oct2011,2
152,just saw 2 girls one cup for the 1st timeare u fuckin kidding me  USERID ,fuck,7,Oct2011,2
2827,just saw a focus park itself so fucking weird  USERID ,fuck,7,Oct2011,2
27064,just saw a shity honda with only one hid headlight smh  USERID ,shit,7,Oct2011,2
30240,just saw some funny shit im not gon drawl doe  USERID ,shit,7,Oct2011,2
25429,just saw some shit to that made me more motivated  USERID ,shit,7,Oct2011,2
38146,just saw the black star clips from the colbe repo the other night anduhhfuck yes  USERID ,fuck,7,Oct2011,2
17946,just seen that ugly hoe thats always claiming she fuck with kyler lmao  USERID ,hoe,1,Oct2011,2
20888,just seen the funniest shit  just needa give up with that shit  USERID  USERID ,shit,7,Oct2011,1
35982,just seen the gayest ish ever not ok  USERID ,gay,1,Oct2011,1
38311,just seen the hottest picture of  USERID USERID on this modeling site fjruchwaqp i fcking love her  USERID ,f*ck,7,Oct2011,0
23172,just sent through 4shit ass girls smh  USERID  USERID ,ass,3,Oct2011,1
9379,just shut the fuck up man dont you get it youve caused enough  USERID ,fuck,7,Oct2011,2
5122,just signed  USERID USERID petition for congpres to act on our behalf not corporations join me URL  USERID  USERID ,tit,1,Oct2011,0
14121,just smoked me some bc bud good shitt  USERID ,shit,7,Oct2011,2
10167,just spent 150 bucks on seasoning and charcoal for this cook off this shit gon taste heavenly   USERID ,shit,7,Oct2011,2
3249,just spilt the first beer shit ha ha  USERID  USERID  USERID USERID  USERID ,shit,7,Oct2011,1
29763,just staed a tumblr i have no fucking clue how to do that noise  USERID ,fuck,7,Oct2011,2
17104,just takin a shit while  USERID USERID is on the phone next to me naked on the phone with his mom talking about personal issues  USERID ,shit,7,Oct2011,1
4402,"just terrible we have to stop it
tell ukraine to stop burning animals alive  the petition site URL  USERID ",tit,1,Oct2011,2
16743,"just thinks aba fuck off 
yeahbuddy  USERID ",fuck,7,Oct2011,2
32690,just threw a moth into a spiderweb eat shit and die  USERID ,shit,7,Oct2011,2
20407,just took a money shot trying to tap a bullshit mini keg it got in my eye  USERID ,shit,7,Oct2011,2
9190,just tuned into beauty and the geek does a shocking attitude to shaving make you a geek now thank fuck i shaved today  USERID ,tit,1,Oct2011,2
38021,just unfollowed a bitch because she hates mac miller  USERID ,bitch,1,Oct2011,2
34461,just wait for my dodgers next year we got this shit  USERID ,shit,7,Oct2011,2
4677,just want a fuckin day off why wasnt i born into a rich family could have everyday off but buy all the garms in the world  USERID  USERID ,fuck,7,Oct2011,1
29586,just wants to point out that cinderella is living proof that shoes can change your life i got them  USERID 4 the low  USERID ,hoe,1,Oct2011,0
27602,just watched  USERID being cocky melissa  USERID ,cock,1,Oct2011,1
37133,just watched my face i feel hella fresh right now now shower in the noting  have a good say tomorrow  USERID ,hell,2,Oct2011,0
3710,just watched training day fuqua studied at the school of michael mann scholars say the plot is retarded but damn if it isnt fun  USERID ,damn,2,Oct2011,2
2539,just watching daybreak with my morning cuppawhat the hell has happened to jodie marsh what did she miss the headlines that muchlol  USERID ,hell,2,Oct2011,1
2308,just went all the way back on my tl first thing i ever hashtagged was  USERID fuck im boring  USERID ,fuck,7,Oct2011,1
23744,just went to change my screen protector and i fucked  USERID omg  USERID ,fuck,7,Oct2011,1
31831,just when i didnt give a fuck  you came back in the picture   USERID ,fuck,7,Oct2011,2
22171,just when you think you doing shit right ofcourse its never enough always get knocked down  USERID ,shit,7,Oct2011,2
3132,just wish who i did give my heandloce to wasnt such a fucking pussfollowerx   USERID ,fuck,7,Oct2011,2
8455,just woke up i fell asleep on my sweetie   but i feel like shit throat is swollen  my voice gone fml  USERID ,shit,7,Oct2011,1
30771,justin ai se eu te pego  what the hell does that mean  USERID ,hell,2,Oct2011,2
22381,justin fuckin shiless lucky those who were there to witness his hotness p  USERID ,fuck,7,Oct2011,2
22775,justin you might as fucking well call your tour the my jelena world tour  USERID ,fuck,7,Oct2011,2
37350,justitie maakte fout bij dood michael jackson de lijkschouwer van de amerikaanse popzanger michael jack URL  USERID  USERID ,tit,1,Oct2011,0
21441,justseen my bitch kiss a bitch  USERID ,bitch,1,Oct2011,2
28653,jusx made id in da house mi twinn jusx fuked mi plans up ferr lata on tu nite damn  URL  USERID ,damn,2,Oct2011,0
7894,juventus sondou theo walcott atacante do arsenal  USERID ,arse,3,Oct2011,2
670,juz tom  USERID USERID  USERID USERID hello tomok   USERID ,hell,2,Oct2011,0
28841,jwow is the realist of the girlsi hate sensitive females you fuck up you better be able to hear about it foh  USERID  USERID ,fuck,7,Oct2011,1
29577,jwow needs to fuck snookie with a strap on   USERID ,fuck,7,Oct2011,2
38003,jz checkin on the mother of my lil niece or nephew hopin  USERID USERID is ok kno she gettin big as hell lol  USERID ,hell,2,Oct2011,1
23286,já que gosta tanto de criticar minhas atitudes comece a mudar as suas  USERID ,tit,1,Oct2011,2
19342,k cool youre a fucking dick have fun blowing trees and fucking your life up and my moms probably right about you being a faggot bye  USERID ,fag,1,Oct2011,2
29067,k screw it im eating some ravioli and sprinkle some cheese bam it took only 5 minutes i should get my own cooking show  USERID ,screw,1,Oct2011,2
