text,sentiment
yeah i will so youd better stop mentioning my damn username because you already know what im going to do is to ignore you  USERID ,2
yeah im pretty much over this shit  USERID ,2
yeah man shit runs its course  USERID ,2
yeah my skin is vanilla but bitch i dare ya to test my killa  USERID ,2
yeah we goin through some shit but name a couple that doesnt  USERID ,2
yep  USERID USERID niggas will learn sign language just to get pussy from a deaf bitch  USERID ,1
yes bitch the rock is here bitch  USERID ,2
yes fuck it up bitch spit that fire  USERID USERID URL  USERID ,0
yes i like assholes  USERID they know how to fuck around with you and if you take every insult seriously then youre a little bitch  USERID  USERID ,0
yes im single no im not gonna date for a long ass time ima stay single and your gonna have to be pretty fucking amazing to change that  USERID ,2
yes man yes fuck bitches get money  USERID ,2
yess 5 big black loud women sat by me this movie is going to be funny as hell  USERID ,2
yessir “mcbizzy does melo count since hes all out and shit  USERID USERID quote this with your current favorite nba player”  USERID ,0
"yesterday  USERID its perries faultshes the yoko ono
now  USERID fuck zaughty
whats next xd  USERID  USERID ",1
yesterday i woke up to lukes boner and i was so happy and today i woke up to beef about louis amp naughty boy like what dnsmsmms  USERID ,0
yg you better not fuck with our feelings again  USERID ,2
yhu can tell niggas neva had shit  USERID ,2
yixing wrecking my biaslist like a damn wrecking ball URL  USERID ,1
yo beyonces great but i aint paying 20 for some shit music service when i can get the same thing on youtube  USERID ,2
yo but for real fuck people who can be on social media but not text you back  USERID ,2
yo i had a vegan cookie today shit was too bomb i think i want another one  USERID ,1
yo i just dropped my headphone in my cup of juice and left it there for two minutes and it didnt fuck up  USERID ,2
yo i was deep as fuck four years ago URL  USERID ,0
yo jc barely did shit man  USERID ,2
yo mcm couldve been rich by now but the dumb nigga buying belts and shit just to impress people when in reality it dont impress people  USERID ,2
yo nigga call me big mama let em eat the pussy then dip on em  USERID  USERID ,0
yo seriously im tired of people following me that i dont even know who are just looking to get followers go suck a dick  USERID ,1
yo sting vs h is hype as shit  USERID  USERID ,1
yo there was a straight up turkey mob outside when we woke up damn theyre some crazy mother fuckas  USERID ,2
yo this bitch looks cray id let her suplex my dick  USERID ,2
yo whenever i get ignored that shit infuriates me lol  USERID ,1
yo why you going through my shit lmao  USERID ,2
yo wtf daryl about to fucking die son of a bitch yo  USERID  USERID ,1
you 12 years old and u claim to be a bad bitch sit yo lil azz down and get hooked on phonics  USERID ,2
you a bitch ass nigga emoji link hoe  USERID ,2
you a fuck nigga if you jump in a fight thats not even yours  USERID ,2
you a hoe lmfao that shit a joke  USERID ,2
you african american im nigger  USERID  USERID ,0
you aint really fuck with me back then but how bout now  USERID cause im up right now  USERID URL  USERID ,0
you aint shit you aint shit  USERID  USERID ,0
you aint takin shit from me  USERID you know i came wit killers  USERID ,0
you aint talking  USERID that shit funny  USERID ,0
you always gotta look for the positive in the negativethen shit dont seem so bad  USERID ,2
"you and the 6 raised me right
that shit saved my life  USERID ",2
you another bitch problem im glad yeen mine  USERID ,2
you are a fucking retard if you get upset about someone insulting you  USERID ,2
you are a shady little whore close your legs  USERID ,2
you are seriously the weirdest and ugliest bitch i have ever met  USERID ,2
you are stuck in high school its sad as fuck  USERID  USERID ,1
you are the most hypocritical person and you are literally poison you make everybody feel like shit because you dont like yourself  USERID ,2
you assume i give a fuck cute  USERID ,2
you aunt do shit tho mani and pedi with my princess  USERID keep my name out them cock suckers ma  USERID  USERID ,0
you bet your lucky butt cheeks its the goddamn cheetah girls “jacobydrouse  USERID USERID is that the god damn cheetah girls”  USERID ,0
you better open my door courtney ya cunt  USERID ,2
you bitch on my dick n she want it  USERID  USERID ,0
you call me a slut but everybody at lee has seen your nudes  USERID k  USERID ,1
you can almost hear the announcers begging the crowd not to shit on roman reigns later  USERID  USERID ,1
you can be mine all you want but ill still get jealous over some shit no matta the trust factor  USERID  USERID ,0
you can tell when a nigga aint never had shit  USERID ,2
you can try to flex like ya bitch ass want it  USERID ,2
you can tryn flex like your bitch as want it  USERID ,2
you cant be mad because your bitch got hd fever diary  USERID ,2
you cant do that for you i dont mean shit but you mean so much to me after you actually get close to me why would you just leave  USERID ,2
you cant get to know someone through texting and shit  USERID  USERID ,1
you cant keep dancing with the devil and wonder why youre still in hell  USERID ,2
you cant talk about how fox news are racist assholes and have that shit lying around in your closet  USERID ,2
you cant treat people like shit n then expect them to love you  USERID ,2
you cant un eat this pussy bitch  USERID  USERID ,0
you chose an illegal ugly mexican over this bad ass bitch and your son your fault  USERID ,2
you constantly fuck up amp expect me to be there  USERID ,2
you could never fuck with my bitch she rock tom ford  USERID ,2
you couldnt give a fuck as long as it works out for you  USERID  USERID ,0
you do the same shit everytime  USERID ,2
you dont have to prove shit to no one expect yourself  USERID ,2
"you dont like me¿
its unfortunate that i dont give a fuck  USERID ",2
you dont remember half the shit i did for you  USERID ,2
you dont see black people telling asians to not call each other chink or anything other words they call each other  USERID ,2
you ever do some nasty freaky shit amp afterwards think to yourself theres no way im not gonna have a bump after that  USERID ,2
you ever just be high as shit  USERID ,2
you ever just cant stop looking at someones dick  USERID ,2
you ever look at someone and just get so happy cause they are still in your life after all the shit you put them through  USERID ,0
you ever make bad choices you ever suck dick in a cornfield  USERID ,2
you ever read a tweet and feel like the shit directed to u because thats what u going through  USERID  USERID ,1
you expect me to be a bitch to her because of what happened between me and you please grow up you silly little boy  USERID ,2
you favorite a niggas tweet amp his bitch goes quick to assuming yall got something going on  USERID  USERID ,1
you feel bad you feel sad im sorry hell no fuck that  USERID ,1
you fine as fuck but you givin me hell  USERID ,2
you fuck a lot of hoes but you still aint got no money whats ya purpose  USERID ,2
you fuck around you gon meet my killas  USERID  USERID ,0
you fuck your bestfriend yet or you dont wanna do it cause thats yo friends ex bae  USERID ,2
you fucking suck you dirty player youre fucking worthless fuck you nathan adrian  USERID ,2
"you get high fuck a bunch of girls
and then cry on top of the world
i hope you have the time of your life  USERID  USERID USERID  USERID ",0
you gon tell that shit 4 lyfe  USERID ,2
you got my old bitch took my new bitch out yo jeans boy  USERID ,2
you gotta do some amazing shit to get 700 a week for anything outta me  USERID ,2
you gotta fuck with my realness im sick with it like im stuck with an illness  USERID ,1
you gotta learn to be just as confident as every other bitch in the room  USERID ,2
you had your turn so play it like usher and let it burn you got a new bitch so you no longer my concern  USERID ,2
you have thee longest middle finger holy shit URL  USERID ,2
you have to love a woman who doesnt get mad when you shit on the neighbors porch i know love the one i got  USERID ,2
you just cant have enough of that shit  USERID ,2
you just gotta let a woman be right til she decides its time for her to be wrong then you cant een call her on her shit about being wrong  USERID ,2
you just pissed off morgan  USERID  USERID  USERID  USERID ,1
you knew i was yo friend bitch before you caught feelings  USERID i was doing that shit outta anger i thought you knew  USERID  USERID ,1
you know a bitch hair cheap when you ask her what kind of hair is that and she be like i forgot the name but you just got it done tho  USERID  USERID ,1
you know how it goes ii aint gotta say shit ii want this here forever its me amp you till the end  USERID ,2
you know how that shit go  USERID ,2
you know how that shit goes  USERID ,2
you know life aint shit when your girlfriend is so obsessed with harry potter that shes gonna get a harry potter tattoo  USERID ,2
you know me tape that shit up amp be on my way  USERID ,2
you know someone sexy as fuck when you can just stare at their pics for mad long n not get tired or find imperfections  USERID ,2
you know that bitch love you if she drunk textcall  USERID  USERID ,0
you know the dick good when he get 12 strikes and he still get it in  USERID ,2
you know what fuck it how dare any of you sit there and fucking stan louis while you berate zayn you are fucking disgusting  USERID ,2
you know what the heck i should be doing at this goddamn time instead going the fuck to sleep but no the internet wont let me do that  USERID ,1
you know when a nigga talking about think about where well be 5 years from now hes tryna cuff the fuck outta you  USERID ,2
you know when you say go left and the person says i should go left abi i hate that shit  USERID ,2
you know whos tall as shit cole  USERID ,2
you know ya moms love you if she still buying u shit over 16  USERID  USERID  USERID ,1
you know you cant stress about this shit  USERID USERID  USERID ,0
you know you need to get the hell out of your nose  USERID ,2
you know your a fat cunt when u get a full chicken fillet dinner then on the way home get a mcflurry then a kebab to bring home  USERID ,2
you know youre a piece of shit when adults dont like you  USERID ,2
you know youre old when people fancast book characters amp youre wondering who the fuck the actor is  USERID ,2
you lil stupid ass hoe i aint fuckin wid you  USERID ,2
you little stupid ass bitch i aint fucking with you  USERID ,2
you live in pa  USERID fuck you mean you going  USERID sit your happy ass down  USERID  USERID ,0
you look disgusting as fuck amp all that caked on shit just exaggerates your zits babygirl  USERID  USERID ,1
"you look like tracy morgan

you look like my dick in your mouth

ohm y ofs  USERID  USERID ",0
you make it drop and still want scold me fuckyou bitch  USERID ,1
you make me happy you little shit  USERID ,2
you may have the best machines a crazy good looking bar and space if whats in the cup is shit it makes the contrast even worse  USERID ,2
you miss my call then fuck it  USERID dont do dat 67 call back or nothin  USERID ,1
you mustve lost your damn mind if you think i play that  USERID ,2
you need to get dick punched about 50 times and im still not sure if that will be enough for you  USERID  USERID ,1
you need to see shrink because you suck dick at life  USERID ,2
you need to stop cussing galy oh fuck my bad  USERID  USERID  USERID ,1
you need you a tutor where is your future boojie bitch her come from cuba  USERID ,2
you niggas aint real man just a bunch of dick riders  USERID ,2
you not a bad bitch if you out hea on every nigga arm  USERID conserve ya self shorty dam  USERID ,0
you not in the trap with no zips i know that you lie bout yo bitch  USERID ,2
you parade around like its the shit sleeping with a married man lmfao bitch stop  USERID  USERID ,1
you picked a really shitty night to fuck with me  USERID ,2
you pussy buff plus it feels like a handcuff  USERID ,2
"you r not walking
you r running towards hell  USERID ",2
you say the most irrelevant shit that makes me want to punch you in the throat  USERID  USERID ,1
you say they snatched your shit  USERID USERID ill get your shit right back  USERID ,1
you say youre muslim you say youre rasta say you dont eat pork dont eat pussy liar youre just an actor  USERID  USERID ,1
you see what happens when gonzaga plays good teams they get fucking smoked sick of all this gonzaga is elite shit  USERID ,2
you so scandalous but damn that pussy glamorous  USERID ,2
"you stole my tweet

oh shit you better call the police theft of a tweet what a disaster grow up you ugly mong  USERID ",2
you subscribed to my tweets on another girls account what the actual fuck  USERID ,2
you talkin all that shit but when someone steps up you act like a fuck boy  USERID ,2
you tell me the weirdest shit jas  USERID  USERID ,0
you the sorriest motherfucker in this motherfucker motherfucker  USERID ,2
you too old for this shit rt  USERID USERID ready for wrestlemania URL  USERID ,0
you trying to sell my fam i fuck the chickens with my coc to make baby chickens  USERID ,2
you two are cute as hell  USERID be together already  USERID ,0
you use to be my nigga but now you a fuck nigga  USERID ,2
"you want more click here URL
busty brunette babe getting pussy pounded URL  USERID ",2
"you want more click here URL
busty brunette pornstar gets her pussy fucked by c
fuckhash… URL  USERID ",2
you would stupid not to fuck wit me  USERID  USERID ,1
youd think apple could create an update where you can have read receipts on for individuals rather than the whole damn contact list by now  USERID ,2
young scooter all about that count up shit  USERID  USERID ,0
your  USERID USERID baby  USERID USERID dont even really want you shawty  USERID you not shit to him from what i was told  USERID  USERID ,1
your bitch is single to my niggas  USERID ,2
your bitch looks like eddie griffin  USERID ,2
your girl is eeasy your bitch is easy like sunday morninng  USERID ,0
your kids a piece of shit because youre always a piece of shit around him be a fucking parent  USERID ,2
your mouth is nothing more just a hole for your dominant one to fuck gt ok  USERID ,2
your not his maine bitch if he never fuxked you in the ass  USERID ,2
your one piece of shit i swear  USERID ,2
"your phone dont even ring
i gotta get out
or figure this shit out
its too close for comfort oh 
fifthharmony  USERID  USERID USERID  USERID ",1
your such a piece of shit took me this long to realize  USERID ,2
youre a bitch ass nigga bet you wont come find me  USERID USERID  USERID ,1
youre a fuck boy  USERID okay like you dont know what the fuck you want or who you like you might as well not be apart of teambreezy no more  USERID ,1
youre a piece of work you slut  USERID  USERID ,2
youre a pussy if you call me on private  USERID ,2
youre comfort eating now but what the hell you going to do when youre single  USERID  USERID  USERID ,0
youre dead ass a creep like im dead ass not fucking with you no more  USERID ,1
youre doing a great job at making my life hell  USERID ,2
youre immature as hell i dont get it how someone can change so much  USERID ,2
youre mad no shit sherlock barca fans annoy me and they think theyre the shit  USERID ,1
youre my priority your happiness in some fucked way is tuned into mine fuck this hyperventilating  USERID ,0
"youre pretty for a mexican 

well damn thanks  USERID  USERID ",0
youre seriously the biggest piece of shit ive ever met  USERID ,2
youre the apple to my pie the straw to my berry and youre the kaylan to my amber stop bitch  USERID  USERID USERID  USERID ,0
youre trying too hard to have a resting bitch face no thats called i really just hate all of you  USERID  USERID ,1
yu pussy boy dont go there  USERID ,2
yuck rt “sicilianinheels nasty rt  USERID USERID i must be white as fuck because i love mayo”  USERID ,0
zayn and naughty boy got me like this is a ridiculous shit  USERID ,2
zayn is damn annoying cant stand it  USERID ,2
zayn malik his name wanting to suck his dick  USERID USERID my dream  USERID ,0
zendaya is such a bad ass bitch  USERID ,2
zendayas mom has the i fuck fuck black men haircut omg lol  USERID ,2
zouis was my fucking shit they were my ride or die my main homies i miss it man  USERID ,0
"«swisherslim “punchovila suck a pussy fuck a pussy ∗jroc tone∗”

hahaha  USERID  USERID ",0
“1996xjpg when a fuckboy tries talking shit about you so you confront him URL  USERID USERID lmaoo  USERID ,0
“2boujii fucked him up  USERID all about my bitch tuhh ”  USERID ,1
“2goingatonce  USERID USERID hell nah if a chick even grazed my ass by accident im hittin her wit a fatality ”  USERID ,1
“30secondtuts how to walk in high heels URL what the fuck  USERID ,2
“3alcapone2 when a female accidentally touches your dick amp then tries fuckin wit you ”oms  USERID  USERID ,0
“3ammonte how you lesbian if you havent even ate the pussy before ”⁉  USERID ,2
“5sosdaily i dont deserve this shit  USERID  USERID URL  USERID ,0
“5sostumblrx i dont evem know how the hell i joined in 5sos fam it just happened  USERID  USERID  USERID ,0
“5thavprettygirl lemme tell you about the levels of aint shit jourdan is” what did i do  USERID ,0
“adrianachng youre art” humans are made out of ovum and sperm bitch heshe is science  USERID ,2
“akgrin south by go fuck yourself  USERID USERID URL  USERID  USERID ,0
“alanadelrey dont fuck with my feelings because youre unsure of your own  USERID that shits for the birds”  USERID ,0
“alejxndros stefan is annoying as fuck but that boy is always going to be like a brother to me”  USERID ,2
“alexjnicholl fuck fuck i cant breathe fuck” then breathe wth  USERID ,1
“alexmcmillann  USERID USERID spitting that true shit out here fam  USERID URL ”  USERID  USERID ,0
“alliseeishector didnt know i was a bitch come find me at my parents house  USERID ,1
"“almightydeetee  USERID USERID yea i cant fw bars bro smh that shit just aint 4 me

  USERID  USERID  USERID  USERID  USERID ” lol i was on sum otha shit  USERID ",0
“alrightaliyah if a nigga been fw that bitch for a while now dont place your self in that predicament it aint worth it”  USERID ,2
“alysaantonelli “craziestsex when yall bout to fuck amp he has a small dick URL  USERID USERID always check first  USERID ,0
“amcmee  USERID USERID URL dick looks delicious” well what the fuck type of gay shit was that  USERID ,0
“amyprather ur queen URL fuck me honestly  USERID ,2
“anabela im about to be late as shit and my uniform is too fucking big what the fuck”why am i getting my hair done  USERID ,1
“angelinal0renzo i come to my bfs house to literally watch him sleep for hours straight ” real shit  USERID  USERID ,1
“angelmcchea allergies is bein a cunt rn” fucking rt  USERID ,2
“angelstweet2  USERID USERID can i get a pic of lil man its been weeks man” no damnit bring that ass here noy  USERID ,0
“anuglynigga i want her to dunk on me so i can smell her pussy URL lmfaoio  USERID ,0
“ar15 niggas gay talking down on they last bitch to they next bitch” like they just wasnt begging to eat her  USERID tho  USERID  USERID  USERID ,1
“ashleeynicole1 who is this like what URL damn mami ur fine af holla  USERID USERID me dayum  USERID  USERID ,0
"“ashriser this is sick as fuck URL 

easily the best picture on the internet  USERID ",2
“atumpasa amenloladice2 when u ignore your man  USERID USERID he just gonna text a bitch you dont like” very true  USERID ,0
“aubreelewiss “crphrlia i look like shit and i feel like shit and i am the shit  USERID  USERID ,0
“avemoore ding dong your opinion is wrong”  USERID ,2
“averagelester  USERID USERID thanks you bitch ” my idol  USERID  USERID  USERID ,0
“awalhitler u can just tell when a bitch from the westside ” tfse on my cousin  USERID  USERID ,1
“ayoitsjohnny i dont smoke or do edibles so im not used to this shit yolo”smfh lying ass  USERID ,2
“babymeatsquad no fucking chill god damn  USERID URL  USERID ,0
“baseddlo she beat the shit out of her literally URL  USERID ,2
"“bbanimals yep time to start running  USERID URL

daft cunt  USERID ",0
“beardlini true hell is a 8 am w 4 hours of sleep when you feel like crap”  USERID ,1
“beautinkful “killakent how the fuck motor city aint got mac amp cheese”  USERID i dont fuck with them on sundays” ill beat they ass  USERID ,0
“benbealio imjust floating through life and i have no idea what the fuck im doing or where the fuck im going”  USERID ,0
“berrygunes girls under the age of 18 shouldnt be in hijab period this isnt a damn debate 5th year wearing it URL  USERID ,2
“bestvinesever females something else lol URL  USERID USERID she childish as hell grow yo muppet lookin ass up  USERID ,0
“bestvinesever he teleported to the floor bruh  USERID URL damn  USERID  USERID ,1
“betny8364  USERID USERID  USERID USERID jessten get the fuck out bro”lol  USERID ,0
“betsyrodriguez kendall niggas are so different from homestead niggas ”they pussy  USERID ,2
“biggangsta2live girlz dnt take u serious til dey see u on dat flexin shit wit yo next broad”  USERID ,2
“bigmanndarnell holy shit ronda rousey and stephanie mcmahon  USERID she better get out the ring lol  USERID ,0
“bitchimjay im shinning on my ex bitch ”  USERID ,2
“bjfrazier32 i just want a fye ass understanding dont need the titles n extra shit just need one to hold down and she do the same” gt  USERID ,2
“blaahitsdiamon sunday night skating a1 ”bet you was falling nshit hoe  USERID ,0
“blackpplvines when youre sick of your moms shit URL  USERID ,0
“bloodiamxnd  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID i hate nash what” bye bitch see you never  USERID ,0
“bombiido im still that bitch ”that jumps out windows  USERID  USERID ,0
“bravoox2 why girls like getting showed off” because we deserve it and like to shit on eachother lol  USERID ,2
“brb guys gonna go fuck muh wife with dis big dick”  USERID ,2
“breana “noahboss the dream  USERID walkin on the moon ft kanye west i use to love that song”this was my shit  USERID  USERID ,0
“breezydogg i got a couple nudes i can put on the tl but i needa go home and get the pussy first” URL  USERID ,2
“brennonthekidd i dont fuck with that temporary shit”  USERID ,2
“brezzy  USERID  USERID fuck u ”  USERID  USERID ,0
“brianadeniss i hate people that take forever to text back”holy fuck i agree  USERID ,2
“bstaton33  USERID USERID when the pussy hairy asf URL dead  USERID  USERID ,0
“camchapo my hair cut got me from where my hug at to move bitch get out da way”  USERID  USERID ,0
“captainguapo 6⃣6⃣3⃣ get a man bun nigga and i forgot to sign you cast aka put a dick on it”bet and ayres already put one  USERID ,2
“carporns sick gtr  USERID URL that looks like shit  USERID ,1
“caseyveggies even when you on some positive shit they still hate”  USERID ,2
“caseyveggies even when you on some positive shit they still hate”  USERID  USERID ,0
“cashley the royal family dont just stop by anywhere my baby lit as fuck ”  USERID ,2
“cbssports presented without comment URL fuck you guys  USERID ,2
“chantelleighh 6 foot darkskin” damn baby you got me open  USERID ,2
“checkbreout  USERID USERID ” i hate a nigga that lie on his dick  USERID but ask him this pussy so good made him smack his lips  USERID  USERID ,0
“cheefpolo how do yall notice dis shit “racheltensionss “kyliejenner URL blend yo weave pls”” oh lordtt that hair  USERID ,2
“chelseakeiger at the park rejects saying fuck every three words and like 15 hispanic kiddos runnin around cussin htown”  USERID ,2
“chieeffkeefsosa i have 0 exs  USERID bitch dont claim me”  USERID ,0
“chiefindicud “justin0rtega lmfao fuck URL oh my god”  USERID USERID  USERID ,0
“chivlbes and i was there for you through all your bad times but you still managed to fuck me over”  USERID ,2
“chlldhoodruiner this shit gave me nightmares URL ya even put this shit on my tl  USERID ,1
“chlldhoodruiner this shit got me crying  USERID USERID URL  USERID USERID  USERID ,0
“cicimichellee  USERID USERID bitches lie about the simplest shit  USERID  USERID ”  USERID ,1
“cincin03 im single as hell  USERID i do as i please”  USERID ,0
“co6o6p6er  USERID USERID  USERID USERID fuck u connor” bae no wait ily  USERID ,0
“cocainepapii youre dumb as fuck for not realizing how much i care about you  USERID amp im dumb as fuck for still caring about you” gshit  USERID  USERID ,1
“colecampbellfsu if it wasnt for  USERID USERID helping me with history theres no way in hell id pass thank you” youre welcome bud  USERID ,0
“concernedmom420 the devil has 5 letters so does weed if you dont think weed is the devil you need jesus” what the hell are you doing  USERID ,2
“connorclouatre why they got a live story for manu liverpool and not el classico” i said the same damn thing  USERID ,2
“cooldailyposts you have an attitude problem URL me as hell  USERID ,2
“ctkg that thick ass free form dread type of natural sucks bitch might as well get a perm”  USERID  USERID ,0
“ctx817 damn monta 07 in the 4th” and we cant get the ball outta his hand dumb shit  USERID ,2
“daarnel just let me fuck your stress away ”  USERID ,2
“daciamonet i hope this shit is worth it…cuz if it aint then its all bad”  USERID ,2
“daiiygifz suck that pussy  USERID URL  USERID ,0
“dailyrapfacts childish gambino is going to release something on 420 URL this sneaky bitch would  USERID ,2
“dailysexsupply this could be us but you on some dumb shit URL  USERID ,2
“dancecentrai chris brown was turnt af  USERID URL damn bae  USERID  USERID ,0
“dannahaaliyah khadijah knows im homophobic fuck she gon show me that picture for ”  USERID ,2
“dannyyonce i mean  USERID URL to all you uneducated hoes who say dumb shit about bey here she is shitting on your life  USERID ,0
“daquanvii i told her im 18 and live a crazy life” my shit  USERID ,2
“darealambrose “kyliejenner makeup videos coming soon” makeup  USERID dont you mean plastic surgery bitch ”  USERID  USERID ,0
“darealambrose “kyliejenner makeup videos coming soon” makeup  USERID dont you mean plastic surgery bitch ”  USERID petty  USERID ,0
“darealhakk tryn make shit happen time running out”‼  USERID ,2
“daroldthach some people just dont know when to fuckin stop they piss me the fuck off” so true but this is everybody sometimes lol  USERID ,2
“davidanda madrid win  USERID all you fakes slide out  USERID hala madrid hala madrid they lose no sign whatsoever” they have shit fans yo  USERID ,0
“davidduchovny at pepperdine watching buddy steve rodriguez waves kindof a perfect day URL damn good looking man  USERID ,0
“daychellee “chychyy “daychellee “chychyy • fuck you ”why  USERID ” idk ”stfu ”  USERID ,0
“dayquan95 i left that other shit alone an took the more important shit serious like my kid”  USERID ,2
“dblala “yeaitsisaac a girl always knows when some bitch likes her boyfriend ””  USERID ,2
“deewildmannered i dont give a fuck if anyone thinks im stupid i embrace that shit” me  USERID ,0
“denisesnhepp  USERID USERID bitch food gets you”  USERID ,0
“derekt529 if youre a woman that can physically have kids and dont ever want them you kinda trash to me imo” what the fuck  USERID ,2
“destoog i talk so much shit ”  USERID ,2
“dewaynewallace1  USERID USERID happy birthday whore” right on bitch  USERID  USERID ,0
“dfrazier i aint shit but a prom date lol smh damn” i aint even that  USERID  USERID ,0
“dillonconrad0 i look like a bitch you sure do  USERID ,2
“dixiecourt11 id never have a side chick shid ion have time for a main one”well damn lol atleast youre honest  USERID  USERID ,0
"“dmvfollowers king dmv 
URL at my man tho  USERID  USERID  USERID that shit aint knew always did that in parkdale  USERID ",0
"“dooleyfunnyaf mexicans dont give a fuck 

URL had me dying  USERID  USERID ",1
"“dooleyfunnyaf the fuck on yo feet bitch

URL late night horrors lmfaoo  USERID ",1
“dopesatan gotta stay prepared URL this is the realest shit ive ever seen  USERID ,2
“doseofmancandy hot af  USERID URL fuck  USERID ,0
“doubiecup if i argue with you i care lmao im not about to argue with someone i dont give a fuck about”  USERID ,2
“drakegoat mood URL bro this that shit blockdt  USERID ,2
“drizzytweet when youre serious about beating up the pussy URL  USERID ,2
“drugdeed you either say what you feel and fuck everything up or you say nothing and let it fuck you up instead”  USERID  USERID  USERID ,1
“drugvisual fav if youre a princess” bitch im a queen  USERID ,2
“duhfcuk “its7am i aint shit ” we know ” but of course you had to reiterate  USERID  USERID ,0
“dvstinny if your bitch in myrtle she cheating ”  USERID USERID  USERID USERID  USERID  USERID ,0
“dwight27547084  USERID USERID im trying to toke but niggas be playing games”feel you but did you get that shit from yesterday you said  USERID ,1
“e4real bitches be like get yourself a crazy gf  USERID no one wants a crazy bitch ya ” word  USERID ,0
“earlxsweat aye this nigga said i look like a honeybun with an afro on instagram lmfao oh fuck he gassed my shit” fuck  USERID  USERID ,0
“edwinbaby lmfao  USERID who the fuck is andy dating bruh” ask myself that all the time i attract the crazy ones  USERID ,0
“emanijanae when keera put all the laughing emojis that bitch really somewhere crawling on the floor”  USERID ,2
“emilyoberst24 exploring dallas with my brook el bitch  USERID USERID reunited URL brook el bitch  USERID ,0
“emilyykwalkerr my moms has been talking with a british accent for like an hour” blody hell ron weasley voice  USERID ,2
"“eppaulzimmer whenever i actually get a girlfriend 
i swear im gonna treat her like a damn princess ”  USERID  USERID ",0
“erinkroell224  USERID USERID you threw your breakfast in the ocean” fuck 12  USERID ,1
“erykahh get out  USERID USERID bitch ”aint no get out bih  USERID ,1
“eyefinesse if you ever hated or i cut you off just know im really bouta shit on you lol”  USERID ,2
“eyemibrahim 400  USERID fuck the police” whoa nvmd not okie  USERID ,1
“fabiobitch could never cuff a bitch who smoke cigs bitch you nasty”so foul  USERID ,2
"“fabuleuxgay me rn URL

talk shit about my dog  USERID ",2
“factsofschool me when i have no idea how to work a problem on a math test URL so sad but true to say i do this shit  USERID ,1
“fajlta why the fuck naughtyboy record zayns demo with a ti84 graphing calculator” yall im wheezing  USERID ,2
“feelinnat home alone watching scary shit knowing damn well im scary af” me last night  USERID ,1
“fervxr venny veney ven some damn ugly nicknames hate all of you”venny boy  USERID ,2
“fight30secs shitted on herself URL she shit herself lmao  USERID ,2
“fillwerrell im out URL this bitch stole my phone  USERID  USERID ,0
“fillwerrell when someone talks shit about me URL  USERID USERID  USERID ,0
“filthyrichsnaps line between rich people and peasants URL  USERID USERID damn  USERID ,0
“fineasschinky dont talk shit with the same tongue you wana to eat my pussy with ”  USERID ,2
“fitchhmascot who smoking dick ”  USERID  USERID ,0
“flakevsjake  USERID USERID dats ma lil baby ” her ass bad she fucked up in the head  USERID ,0
“floydsorandom chicks love talking shit to mask their painissues” what do guys do  USERID ,2
“flychy the fuck do i look like worshipping another woman”  USERID  USERID ,0
“foodpornaww mozzarella cheese sticks URL this would be bomb as fuck right now  USERID ,2
“foreignshawtyy idc who fuck with me amp who dont ”  USERID ,2
“freekkdaddy bitches be so worried bout me amp the shit i do”  USERID ,2
“freestyieraps nigga news  USERID URL bruh they upgraded their shit  USERID  USERID ,0
“freshlyostr im mad that grandpa dick is still getting rts lmao”  USERID  USERID ,1
“friendlyassh0le bitch what URL smh bitch gone get hit by a train for a couple of likes  USERID  USERID ,0
“frmdc2fla  USERID USERID  USERID USERID hell i do too lmao ima delete this later tho ”  USERID  USERID ,0
“fucklngperfect i got a relationship where everyone is like damn theyre still together ”  USERID ,2
“funnyjulius “jasminepetty using him for dick gtgt” URL lmfaoo  USERID ,0
“garylineker for those of you saying im up messis arse can i say what a wonderful arse it is” hes gay  USERID ,2
“gettinbuckets34 northern iowa is horrible” just like you pussy  USERID ,2
“giriswant all i want in life is a corgi URL why in the hell are they so cute  USERID  USERID ,0
“girlposts this is perfect  USERID  USERID URL thats like at least 100 worth of shit girls expect so much  USERID ,0
“girlposts when you see someone who talks shit online in person URL  USERID ,2
“girlposts when you see someone who talks shit online in person URL  USERID  USERID ,0
“granniewinkle rt if u hella stressed” shouldnt you be like in a nursing home or some shit  USERID ,2
“grantmbryant women never let anything go i got in an argument with my girl and she brought up shit i did before i even met her”  USERID ,2
“gtmf if i dont know you ima fuk your bitch in a heartbeat  USERID cause if they had the chance they would do it to”  USERID  USERID ,1
“h0neydlp cuttin ur pussy with my woes”  USERID ,2
“haileyreebs “hannarebs i kinda wish i was a straight up lefty hitter” hell yes” then i could be like you  USERID  USERID ,0
“halleelyn  USERID URL oh fuck payton  USERID  USERID ,0
“hamseabdala theres always that one nigga that stays talkin bout fucking bitches but you know damn well he dont fuck no bitches ”me  USERID ,2
“hayfrann god im so damn thankful i can say you arent and will never be a part of my life ever again”randybatti  USERID ,2
“hbcufessions damn roommate always in the bathroom doing her weave  USERID bruh the shits look the same when you leave mf  USERID  USERID livingstone”  USERID ,0
“headinnabook “montanajrdad  USERID USERID my nigga yu still da biggest shit talker ‼” bih u knew”yea i knew tho‼  USERID ,0
“heathersarah wtf is this cms senior type shit youre in 8th grade chill you aint special ”  USERID  USERID ,0
